country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Mundka, Delhi - DPCC",05-08-2025 8.00,28.684678,77.076574,PM2.5,27,75,46
India,Delhi,Delhi,"Mundka, Delhi - DPCC",05-08-2025 8.00,28.684678,77.076574,CO,10,34,26
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",05-08-2025 8.00,28.60909,77.0325413,NO2,23,68,44
India,Delhi,Delhi,"ITO, Delhi - CPCB",05-08-2025 8.00,28.628624,77.24106,NO2,77,97,85
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",05-08-2025 8.00,28.73282,77.170633,PM2.5,57,137,86
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",05-08-2025 8.00,28.73282,77.170633,PM10,83,202,128
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",05-08-2025 8.00,28.73282,77.170633,CO,7,98,20
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",05-08-2025 8.00,28.58028,77.233829,NO2,35,70,56
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",05-08-2025 8.00,28.58028,77.233829,NH3,6,7,7
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",05-08-2025 8.00,28.58028,77.233829,OZONE,15,69,30
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",05-08-2025 8.00,28.498571,77.26484,PM10,36,119,86
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",05-08-2025 8.00,28.5710274,77.0719006,NO2,13,48,27
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",05-08-2025 8.00,28.5710274,77.0719006,OZONE,10,75,32
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",05-08-2025 8.00,28.6811736,77.3025234,NO2,35,55,45
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",05-08-2025 8.00,28.6811736,77.3025234,NH3,3,5,4
India,Delhi,Delhi,"Bawana, Delhi - DPCC",05-08-2025 8.00,28.7762,77.051074,PM10,63,137,88
India,Delhi,Delhi,"Bawana, Delhi - DPCC",05-08-2025 8.00,28.7762,77.051074,CO,20,46,31
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",05-08-2025 8.00,28.7256504,77.2011573,CO,82,122,104
India,Delhi,Delhi,"DTU, Delhi - CPCB",05-08-2025 8.00,28.7500499,77.1112615,NH3,4,7,6
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",05-08-2025 8.00,28.563262,77.186937,NO2,32,50,41
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",05-08-2025 8.00,28.563262,77.186937,NH3,2,6,4
India,Delhi,Delhi,"Rohini, Delhi - DPCC",05-08-2025 8.00,28.732528,77.11992,PM2.5,27,60,42
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",05-08-2025 8.00,28.530785,77.271255,CO,28,74,43
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",05-08-2025 8.00,28.623763,77.287209,OZONE,1,86,20
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",05-08-2025 8.00,28.5504249,77.2159377,NO2,44,46,45
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",05-08-2025 8.00,28.5504249,77.2159377,CO,2,44,13
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",05-08-2025 8.00,28.5504249,77.2159377,OZONE,22,30,26
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",05-08-2025 8.00,28.710508,77.249485,SO2,NA,NA,NA
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",05-08-2025 8.00,28.531346,77.190156,PM10,38,111,75
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",05-08-2025 8.00,28.531346,77.190156,CO,26,48,34
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",05-08-2025 8.00,28.672342,77.31526,PM2.5,25,108,44
